oma_id;name;locus;old_locus;groupID;strain;eq
SALBC03633;aphA;SBG_RS19345;SBG_3695;3218;SALBC;0
SALAR03293;aphA;SARI_RS16025;SARI_03429;3218;SALAR;0
SALDC02016;grxB;SED_RS10930;SeD_A2207;3540;SALDC;0
SALEP01868;grxB;SEN_RS09790;SEN1883;3540;SALEP;0
SALPB02274;grxB;SPAB_RS09630;SPAB_02364;3540;SALPB;0
SALHS01189;grxB;SEHA_RS06660;SeHA_C1277;3540;SALHS;0
SALPC02464;grxB;SPC_RS12870;SPC_2584;3540;SALPC;0
SALBC01000;grxB;SBG_RS05235;SBG_1003;3540;SALBC;0
SALTY01118;grxB;STM1165;grxB;3540;SALTY;0
SALNS01188;grxB;SNSL254_RS07080;SNSL254_A1262;3540;SALNS;0
SALTI01080;grxB;STY_RS05595;STY1203;3540;SALTI;0
SALAR01756;grxB;SARI_RS08535;SARI_01832;3540;SALAR;0
SALTD01163;grxB;STMMW_RS06030;STM_MW11731;3540;SALTD;0
SALTS01093;grxB;SL1344_RS05740;SL1344_1102;3540;SALTS;0
SALT101286;grxB;STM14_RS06325;STM14_1334;3540;SALT1;0
SALA401891;grxB;SEAG_RS09825;SeAg_B2023;3540;SALA4;0
SALT401114;grxB;STM474_RS05740;STM474_1161;3540;SALT4;0
SALCH01097;grxB;SCH_RS05960;SC1113;3540;SALCH;0
SALSV01154;grxB;SESA_RS06495;SeSA_A1233;3540;SALSV;0
SALG201892;grxB;SG_RS09905;SG1957;3540;SALG2;0
SALDC02630;dmsB;SED_RS14180;SeD_A2899;3552;SALDC;0
SALEP02490;dmsB;SEN_RS13055;SEN2509;3552;SALEP;0
SALPB00398;dmsB;SPAB_RS01670;SPAB_00409;3552;SALPB;0
SALHS02600;dmsB;SEHA_RS13860;SeHA_C2787;3552;SALHS;0
SALPC01082;dmsB;SPC_RS05560;SPC_1125;3552;SALPC;0
SALBC02259;dmsB;SBG_RS11865;SBG_2305a;3552;SALBC;0
SALTY02438;STM2529;STM2529;STM2529;3552;SALTY;0
SALNS02549;dmsB;SNSL254_RS14005;SNSL254_A2724;3552;SALNS;0
SALTI02531;dmsB;STY_RS13110;STY2774;3552;SALTI;0
SALAR00330;dmsB;SARI_RS01610;SARI_00348;3552;SALAR;0
SALTD02526;dmsB;STMMW_RS13165;STM_MW25461;3552;SALTD;0
SALTS02478;dmsB;SL1344_RS12965;SL1344_2491;3552;SALTS;0
SALT102986;dmsB;STM14_RS13870;STM14_3102;3552;SALT1;0
SALA402491;dmsB;SEAG_RS12930;SeAg_B2681;3552;SALA4;0
SALT402526;dmsB;STM474_RS12965;STM474_2631;3552;SALT4;0
SALCH02497;dmsB;SCH_RS13225;SC2526;3552;SALCH;0
SALSV02570;dmsB;SESA_RS13735;SeSA_A2768;3552;SALSV;0
SALG202460;dmsB;SG_RS12880;SG2564;3552;SALG2;0
SALDC02193;phsB;SED_RS11850;SeD_A2400;3775;SALDC;0
SALEP02047;phsB;SEN_RS10735;SEN2062;3775;SALEP;0
SALPB01003;phsB;SPAB_RS04325;SPAB_01039;3775;SALPB;0
SALHS02132;phsB;SEHA_RS11470;SeHA_C2287;3775;SALHS;0
SALPC01579;phsB;SPC_RS08235;SPC_1650;3775;SALPC;0
SALBC01853;phsB;SBG_RS09730;SBG_1888;3775;SALBC;0
SALTY01990;phsB;STM2064;phsB;3775;SALTY;0
SALNS02100;phsB;SNSL254_RS11710;SNSL254_A2241;3775;SALNS;0
SALTI02066;phsB;STY_RS10675;STY2270;3775;SALTI;0
SALAR00782;phsB;SARI_RS03870;SARI_00823;3775;SALAR;0
SALTD02078;phsB;STMMW_RS10810;STM_MW20941;3775;SALTD;0
SALTS02028;phsB;SL1344_RS10620;SL1344_2040;3775;SALTS;0
SALT102459;phsB;STM14_RS11525;STM14_2554;3775;SALT1;0
SALA402032;phsB;SEAG_RS10580;SeAg_B2187;3775;SALA4;0
SALT402063;phsB;STM474_RS10620;STM474_2149;3775;SALT4;0
SALCH02049;phsB;SCH_RS10860;SC2073;3775;SALCH;0
SALSV02087;phsB;SESA_RS11195;SeSA_A2234;3775;SALSV;0
SALG202020;phsB;SG_RS10575;SG2093;3775;SALG2;0
SALDC00469;maa;SED_RS02845;SeD_A0516;3940;SALDC;0
SALEP00447;maa;SEN_RS02320;SEN0453;3940;SALEP;0
SALPB02988;maa;SPAB_RS12660;SPAB_03102;3940;SALPB;0
SALHS00536;maa;SEHA_RS03295;SeHA_C0575;3940;SALHS;0
SALPC00469;maa;SPC_RS02395;SPC_0486;3940;SALPC;0
SALBC00415;maa;SBG_RS02160;SBG_0416;3940;SALBC;0
SALTY00461;maa;STM0472;maa;3940;SALTY;0
SALNS00487;maa;SNSL254_RS03470;SNSL254_A0522;3940;SALNS;0
SALTI00469;maa;STY_RS02405;STY0515;3940;SALTI;0
SALAR02361;maa;SARI_RS11505;SARI_02462;3940;SALAR;0
SALTD00533;maa;STMMW_RS02705;STM_MW05421;3940;SALTD;0
SALTS00463;maa;SL1344_RS02405;SL1344_0465;3940;SALTS;0
SALT100537;maa;STM14_RS02975;STM14_0556;3940;SALT1;0
SALA400472;maa;SEAG_RS02660;SeAg_B0513;3940;SALA4;0
SALT400473;maa;STM474_RS02405;STM474_0492;3940;SALT4;0
SALCH00512;maa;SCH_RS02730;SC0514;3940;SALCH;0
SALSV00494;maa;SESA_RS03070;SeSA_A0532;3940;SALSV;0
SALG200468;maa;SG_RS02420;SG0482;3940;SALG2;0
SALDC01079;SeD_A1179;SED_RS06050;SeD_A1179;4790;SALDC;0
SALEP00958;SEN0968;SEN_RS05005;SEN0968;4790;SALEP;0
SALPB02358;SPAB_02449;SPAB_RS09940;SPAB_02449;4790;SALPB;0
SALHS01129;SeHA_C1214;SEHA_RS06350;SeHA_C1214;4790;SALHS;0
SALPC02523;SPC_2646;SPC_RS13185;SPC_2646;4790;SALPC;0
SALBC00945;SBG_0947;SBG_RS04930;SBG_0947;1186;SALBC;0
SALBC00948;SBG_0950;SBG_RS04945;SBG_0950;4790;SALBC;0
SALTY01059;hpaF;STM1104;hpaF;4790;SALTY;0
SALNS01128;SNSL254_A1199;SNSL254_RS06770;SNSL254_A1199;4790;SALNS;0
SALTI01018;STY1134;STY_RS05260;STY1134;1186;SALTI;0
SALTI01021;STY1138;STY_RS05275;STY1138;4790;SALTI;0
SALAR01823;SARI_01901;SARI_RS08875;SARI_01901;1186;SALAR;0
SALAR01819;SARI_01898;SARI_RS08860;SARI_01898;4790;SALAR;0
SALTD01104;STM_MW11141;STMMW_RS05715;STM_MW11141;4790;SALTD;0
SALTS01034;SL1344_1043;SL1344_RS05425;SL1344_1043;4790;SALTS;0
SALT101208;STM14_1253;STM14_RS06010;STM14_1253;4790;SALT1;0
SALA400988;SeAg_B1063;SEAG_RS05290;SeAg_B1063;4790;SALA4;0
SALT401050;STM474_1096;STM474_RS05425;STM474_1096;4790;SALT4;0
SALCH01038;SC1054;SCH_RS05640;SC1054;4790;SALCH;0
SALSV01092;SeSA_A1168;SESA_RS06185;SeSA_A1168;4790;SALSV;0
SALG200967;SG0993;SG_RS05035;SG0993;4790;SALG2;0
SALDC03700;grxC;SED_RS19705;SeD_A4088;5600;SALDC;0
SALEP03499;grxC;SEN_RS18330;SEN3524;5600;SALEP;0
SALPB04431;grxC;SPAB_RS18705;SPAB_04599;5600;SALPB;0
SALHS03744;grxC;SEHA_RS19530;SeHA_C4027;5600;SALHS;0
SALPC03628;grxC;SPC_RS18785;SPC_3784;5600;SALPC;0
SALBC03229;grxC;SBG_RS17060;SBG_3284;5600;SALBC;0
SALTY03573;grxC;STM3702;grxC;5600;SALTY;0
SALNS03713;grxC;SNSL254_RS19830;SNSL254_A3982;5600;SALNS;0
SALTI03730;grxC;STY_RS19555;STY4093;5600;SALTI;0
SALAR03768;grxC;SARI_RS18420;SARI_03939;5600;SALAR;0
SALTD03662;grxC;STMMW_RS19105;STM_MW36901;5600;SALTD;0
SALTS03644;grxC;SL1344_RS19075;SL1344_3668;5600;SALTS;0
SALT104308;grxC;STM14_RS19580;STM14_4462;5600;SALT1;0
SALA403635;grxC;SEAG_RS18720;SeAg_B3920;5600;SALA4;0
SALT403729;grxC;STM474_RS19075;STM474_3875;5600;SALT4;0
SALCH03579;grxC;SCH_RS18850;SC3625;5600;SALCH;0
SALSV03613;grxC;SESA_RS18950;SeSA_A3901;5600;SALSV;0
SALG203583;grxC;SG_RS18885;SG3729;5600;SALG2;0
SALDC01686;dmsD;SED_RS09195;SeD_A1844;3657;SALDC;0
SALEP01540;dmsD;SEN_RS08065;SEN1555;3657;SALEP;0
SALPB01745;dmsD;SPAB_RS07365;SPAB_01816;3657;SALPB;0
SALHS01555;dmsD;SEHA_RS08570;SeHA_C1665;3657;SALHS;0
SALPC02134;dmsD;SPC_RS11130;SPC_2234;3657;SALPC;0
SALBC01311;dmsD;SBG_RS06845;SBG_1322;3657;SALBC;0
SALTY01437;ynfI;STM1495;ynfI;3657;SALTY;0
SALNS01513;dmsD;SNSL254_RS08750;SNSL254_A1606;3657;SALNS;0
SALTI01413;dmsD;STY_RS07370;STY1569;3657;SALTI;0
SALAR01366;dmsD;SARI_RS06625;SARI_01430;3657;SALAR;0
SALTD01483;dmsD;STMMW_RS07720;STM_MW14951;3657;SALTD;0
SALTS01413;dmsD;SL1344_RS07430;SL1344_1425;3657;SALTS;0
SALT101735;dmsD;STM14_RS08330;STM14_1806;3657;SALT1;0
SALA401561;dmsD;SEAG_RS08150;SeAg_B1677;3657;SALA4;0
SALT401442;dmsD;STM474_RS07430;STM474_1505;3657;SALT4;0
SALCH01491;dmsD;SCH_RS07990;SC1512;3657;SALCH;0
SALSV01501;dmsD;SESA_RS08220;SeSA_A1597;3657;SALSV;0
SALG201570;dmsD;SG_RS08205;SG1625;3657;SALG2;0
SALDC01941;icd;SED_RS10560;SeD_A2128;1274;SALDC;0
SALEP01796;icd;SEN_RS09420;SEN1811;1274;SALEP;0
SALPB02189;icd;SPAB_RS09255;SPAB_02276;1274;SALPB;0
SALHS01265;icd;SEHA_RS07030;SeHA_C1355;1274;SALHS;0
SALPC02389;icd;SPC_RS12490;SPC_2506;1274;SALPC;0
SALBC01070;icd;SBG_RS05590;SBG_1073;1274;SALBC;0
SALTY01190;icdA;STM1238;icdA;1274;SALTY;0
SALNS01263;icd;SNSL254_RS07450;SNSL254_A1339;1274;SALNS;0
SALTI01152;icd;STY_RS05960;STY1278;1274;SALTI;0
SALTI04019;aceK;STY_RS21055;STY4403;461;SALTI;0
SALAR01677;icd;SARI_RS08145;SARI_01752;1274;SALAR;0
SALTD01237;icd;STMMW_RS06405;STM_MW12481;1274;SALTD;0
SALTS01165;icd;SL1344_RS06115;SL1344_1176;1274;SALTS;0
SALT101367;icd;STM14_RS06700;STM14_1416;1274;SALT1;0
SALA401816;icd;SEAG_RS09455;SeAg_B1946;1274;SALA4;0
SALT401186;icd;STM474_RS06115;STM474_1236;1274;SALT4;0
SALCH01171;icd;SCH_RS06340;SC1189;1274;SALCH;0
SALSV01235;icd;SESA_RS06895;SeSA_A1317;1274;SALSV;0
SALG201820;icd;SG_RS09535;SG1883;1274;SALG2;0
SALDC00118;ftsI;SED_RS01050;SeD_A0131;479;SALDC;0
SALEP00120;ftsI;SEN_RS00630;SEN0123;479;SALEP;0
SALPB00154;ftsI;SPAB_RS00610;SPAB_00156;479;SALPB;0
SALHS00122;ftsI;SEHA_RS01170;SeHA_C0134;479;SALHS;0
SALPC00125;ftsI;SPC_RS00615;SPC_0131;479;SALPC;0
SALBC00109;ftsI;SBG_RS00555;SBG_0111;479;SALBC;0
SALTY00121;ftsI;STM0122;ftsI;479;SALTY;0
SALNS00126;ftsI;SNSL254_RS01650;SNSL254_A0134;479;SALNS;0
SALTI00124;ftsI;STY_RS00635;STY0142;479;SALTI;0
SALAR02763;ftsI;SARI_RS13450;SARI_02879;479;SALAR;0
SALTD00126;ftsI;STMMW_RS00620;STM_MW01281;479;SALTD;0
SALTS00123;ftsI;SL1344_RS00620;SL1344_0122;479;SALTS;0
SALT100146;ftsI;STM14_RS01190;STM14_0148;479;SALT1;0
SALA400129;ftsI;SEAG_RS00940;SeAg_B0139;479;SALA4;0
SALT400125;ftsI;STM474_RS00620;STM474_0128;479;SALT4;0
SALCH00118;ftsI;SCH_RS00615;SC0119;479;SALCH;0
SALSV00131;ftsI;SESA_RS01250;SeSA_A0138;479;SALSV;0
SALG200118;ftsI;SG_RS00620;SG0123;479;SALG2;0
SALDC01384;SeD_A1517;SED_RS07665;SeD_A1517;516;SALDC;0
SALEP01223;SEN1236;SEN_RS06400;SEN1236;516;SALEP;0
SALPB01363;SPAB_01418;SPAB_RS05805;SPAB_01418;516;SALPB;0
SALHS01867;SeHA_C1999;SEHA_RS10125;SeHA_C1999;516;SALHS;0
SALPC01844;SPC_1928;SPC_RS09610;SPC_1928;516;SALPC;0
SALBC01637;SBG_1660;SBG_RS08520;SBG_1660;516;SALBC;0
SALTY01739;ycgO;STM1801;ycgO;516;SALTY;0
SALNS01826;SNSL254_A1939;SNSL254_RS10305;SNSL254_A1939;516;SALNS;0
SALTI01746;STY1929;STY_RS09075;STY1929;516;SALTI;0
SALAR01082;SARI_01138;SARI_RS05290;SARI_01138;516;SALAR;0
SALTD01780;STM_MW17931;STMMW_RS09245;STM_MW17931;516;SALTD;0
SALTS01717;SL1344_1729;SL1344_RS08990;SL1344_1729;516;SALTS;0
SALT102098;STM14_2177;STM14_RS09895;STM14_2177;516;SALT1;0
SALA401237;SeAg_B1332;SEAG_RS06550;SeAg_B1332;516;SALA4;0
SALT401753;STM474_1822;STM474_RS08990;STM474_1822;516;SALT4;0
SALCH01773;SC1794;SCH_RS09470;SC1794;516;SALCH;0
SALSV01825;SeSA_A1943;SESA_RS09830;SeSA_A1943;516;SALSV;0
SALG201277;SG1315;SG_RS06675;SG1315;516;SALG2;0
SALDC04230;dcuS;SED_RS22585;SeD_A4699;613;SALDC;0
SALDC04229;dcuR;SED_RS22580;SeD_A4698;3164;SALDC;0
SALG204013;groL;SG_RS21105;SG4173;616;SALG2;0
SALDC03862;viaA;SED_RS20550;SeD_A4270;805;SALDC;0
SALEP03664;viaA;SEN_RS19160;SEN3692;805;SALEP;0
SALPB04650;viaA;SPAB_RS19580;SPAB_04822;805;SALPB;0
SALHS03919;viaA;SEHA_RS20410;SeHA_C4211;805;SALHS;0
SALPC03798;viaA;SPC_RS19665;SPC_3963;805;SALPC;0
SALBC03371;viaA;SBG_RS17830;SBG_3431;805;SALBC;0
SALTY03749;yieM;STM3878;yieM;805;SALTY;0
SALNS03887;viaA;SNSL254_RS20695;SNSL254_A4161;805;SALNS;0
SALTI03555;viaA;STY_RS18650;STY3900;805;SALTI;0
SALAR03601;viaA;SARI_RS17630;SARI_03772;805;SALAR;0
SALTD03834;viaA;STMMW_RS19995;STM_MW38621;805;SALTD;0
SALTS03818;viaA;SL1344_RS19965;SL1344_3845;805;SALTS;0
SALT104515;viaA;STM14_RS20470;STM14_4675;805;SALT1;0
SALA403815;viaA;SEAG_RS19615;SeAg_B4105;805;SALA4;0
SALT403907;viaA;STM474_RS19965;STM474_4057;805;SALT4;0
SALCH03744;viaA;SCH_RS19710;SC3791;805;SALCH;0
SALSV03797;viaA;SESA_RS19835;SeSA_A4090;805;SALSV;0
SALG203418;viaA;SG_RS18055;SG3555;805;SALG2;0
SALDC01801;sufB;SED_RS09830;SeD_A1972;731;SALDC;0
SALDC01799;sufD;SED_RS09820;SeD_A1970;1193;SALDC;0
SALEP01662;sufB;SEN_RS08690;SEN1675;731;SALEP;0
SALEP01660;sufD;SEN_RS08680;SEN1673;1193;SALEP;0
SALPB01884;sufB;SPAB_RS08000;SPAB_01959;731;SALPB;0
SALPB01882;sufD;SPAB_RS07990;SPAB_01957;1193;SALPB;0
SALHS01399;sufB;SEHA_RS07725;SeHA_C1502;731;SALHS;0
SALHS01401;sufD;SEHA_RS07735;SeHA_C1504;1193;SALHS;0
SALPC02255;sufB;SPC_RS11765;SPC_2359;731;SALPC;0
SALPC02253;sufD;SPC_RS11755;SPC_2357;1193;SALPC;0
SALBC01199;sufB;SBG_RS06285;SBG_1210;731;SALBC;0
SALBC01201;sufD;SBG_RS06295;SBG_1212;1193;SALBC;0
SALTY01317;sufB;STM1370;sufB;731;SALTY;0
SALTY01319;sufD;STM1372;sufD;1193;SALTY;0
SALNS01394;sufB;SNSL254_RS08130;SNSL254_A1483;731;SALNS;0
SALNS01396;sufD;SNSL254_RS08140;SNSL254_A1485;1193;SALNS;0
SALTI01589;sufB;STY_RS08270;STY1753;731;SALTI;0
SALTI01587;sufD;STY_RS08260;STY1751;1193;SALTI;0
SALAR01542;sufB;SARI_RS07480;SARI_01609;731;SALAR;0
SALAR01540;sufD;SARI_RS07470;SARI_01607;1193;SALAR;0
SALTD01365;sufB;STMMW_RS07095;STM_MW13761;731;SALTD;0
SALTD01367;sufD;STMMW_RS07105;STM_MW13781;1193;SALTD;0
SALTS01293;sufB;SL1344_RS06805;SL1344_1304;731;SALTS;0
SALTS01295;sufD;SL1344_RS06815;SL1344_1306;1193;SALTS;0
SALT101595;sufB;STM14_RS07705;STM14_1664;731;SALT1;0
SALT101597;sufD;STM14_RS07715;STM14_1666;1193;SALT1;0
SALA401682;sufB;SEAG_RS08780;SeAg_B1801;731;SALA4;0
SALA401680;sufD;SEAG_RS08770;SeAg_B1799;1193;SALA4;0
SALT401318;sufB;STM474_RS06805;STM474_1374;731;SALT4;0
SALT401320;sufD;STM474_RS06815;STM474_1376;1193;SALT4;0
SALCH01369;sufB;SCH_RS07350;SC1390;731;SALCH;0
SALCH01371;sufD;SCH_RS07360;SC1392;1193;SALCH;0
SALSV01375;sufB;SESA_RS07585;SeSA_A1467;731;SALSV;0
SALSV01377;sufD;SESA_RS07595;SeSA_A1469;1193;SALSV;0
SALG201690;sufB;SG_RS08820;SG1747;731;SALG2;0
SALG201688;sufD;SG_RS08810;SG1745;1193;SALG2;0
SALDC01800;sufC;SED_RS09825;SeD_A1971;3129;SALDC;0
SALEP01661;sufC;SEN_RS08685;SEN1674;3129;SALEP;0
SALPB01883;sufC;SPAB_RS07995;SPAB_01958;3129;SALPB;0
SALHS01400;sufC;SEHA_RS07730;SeHA_C1503;3129;SALHS;0
SALPC02254;sufC;SPC_RS11760;SPC_2358;3129;SALPC;0
SALBC01200;sufC;SBG_RS06290;SBG_1211;3129;SALBC;0
SALTY01318;sufC;STM1371;sufC;3129;SALTY;0
SALNS01395;sufC;SNSL254_RS08135;SNSL254_A1484;3129;SALNS;0
SALTI01588;sufC;STY_RS08265;STY1752;3129;SALTI;0
SALAR01541;sufC;SARI_RS07475;SARI_01608;3129;SALAR;0
SALTD01366;sufC;STMMW_RS07100;STM_MW13771;3129;SALTD;0
SALTS01294;sufC;SL1344_RS06810;SL1344_1305;3129;SALTS;0
SALT101596;sufC;STM14_RS07710;STM14_1665;3129;SALT1;0
SALA401681;sufC;SEAG_RS08775;SeAg_B1800;3129;SALA4;0
SALT401319;sufC;STM474_RS06810;STM474_1375;3129;SALT4;0
SALCH01370;sufC;SCH_RS07355;SC1391;3129;SALCH;0
SALSV01376;sufC;SESA_RS07590;SeSA_A1468;3129;SALSV;0
SALG201689;sufC;SG_RS08815;SG1746;3129;SALG2;0
SALDC01797;sufE;SED_RS09810;SeD_A1968;4633;SALDC;0
SALEP01658;sufE;SEN_RS08670;SEN1671;4633;SALEP;0
SALPB01880;sufE;SPAB_RS07980;SPAB_01955;4633;SALPB;0
SALHS01403;sufE;SEHA_RS07745;SeHA_C1506;4633;SALHS;0
SALPC02251;sufE;SPC_RS11745;SPC_2355;4633;SALPC;0
SALBC01203;sufE;SBG_RS06305;SBG_1214;4633;SALBC;0
SALTY01321;ynhA;STM1374;ynhA;4633;SALTY;0
SALNS01398;sufE;SNSL254_RS08150;SNSL254_A1487;4633;SALNS;0
SALTI01585;sufE;STY_RS08250;STY1749;4633;SALTI;0
SALAR01538;sufE;SARI_RS07460;SARI_01605;4633;SALAR;0
SALTD01369;sufE;STMMW_RS07115;STM_MW13801;4633;SALTD;0
SALTS01297;sufE;SL1344_RS06825;SL1344_1308;4633;SALTS;0
SALT101599;sufE;STM14_RS07725;STM14_1668;4633;SALT1;0
SALA401678;sufE;SEAG_RS08760;SeAg_B1797;4633;SALA4;0
SALT401322;sufE;STM474_RS06825;STM474_1378;4633;SALT4;0
SALCH01373;sufE;SCH_RS07370;SC1394;4633;SALCH;0
SALSV01379;sufE;SESA_RS07605;SeSA_A1471;4633;SALSV;0
SALG201686;sufE;SG_RS08800;SG1743;4633;SALG2;0
SALT101594;sufA;STM14_RS07700;STM14_1663;4918;SALT1;0
SALDC00322;proA;SED_RS02090;SeD_A0354;1315;SALDC;0
SALEP00300;proA;SEN_RS01565;SEN0305;1315;SALEP;0
SALPB03162;proA;SPAB_RS13410;SPAB_03278;1315;SALPB;0
SALHS00337;proA;SEHA_RS02260;SeHA_C0364;1315;SALHS;0
SALPC00324;proA;SPC_RS01640;SPC_0334;1315;SALPC;0
SALBC00261;proA;SBG_RS01345;SBG_0262;1315;SALBC;0
SALTY00313;proA;STM0322;proA;1315;SALTY;0
SALNS00338;proA;SNSL254_RS02715;SNSL254_A0363;1315;SALNS;0
SALTI00331;proA;STY_RS01695;STY0367;1315;SALTI;0
SALAR02585;proA;SARI_RS12570;SARI_02690;1315;SALAR;0
SALTD00324;proA;STMMW_RS01655;STM_MW03331;1315;SALTD;0
SALTS00317;proA;SL1344_RS01650;SL1344_0318;1315;SALTS;0
SALT100364;proA;STM14_RS02220;STM14_0379;1315;SALT1;0
SALA400324;proA;SEAG_RS01915;SeAg_B0357;1315;SALA4;0
SALT400322;proA;STM474_RS01650;STM474_0338;1315;SALT4;0
SALCH00321;proA;SCH_RS01685;SC0323;1315;SALCH;0
SALSV00340;proA;SESA_RS02325;SeSA_A0372;1315;SALSV;0
SALG200322;proA;SG_RS01665;SG0333;1315;SALG2;0
SALPB01881;sufS;SPAB_RS07985;SPAB_01956;1334;SALPB;0
SALAR01539;sufS;SARI_RS07465;SARI_01606;1334;SALAR;0
SALDC03782;emrD;SED_RS20155;SeD_A4187;1455;SALDC;0
SALEP03587;emrD;SEN_RS18775;SEN3615;1455;SALEP;0
SALPB04555;emrD;SPAB_RS19190;SPAB_04724;1455;SALPB;0
SALHS03839;emrD;SEHA_RS20025;SeHA_C4129;1455;SALHS;0
SALPC03721;emrD;SPC_RS19265;SPC_3881;1455;SALPC;0
SALBC03305;emrD;SBG_RS17470;SBG_3363;1455;SALBC;0
SALTY03671;emrD;STM3798;emrD;1455;SALTY;0
SALNS03806;emrD;SNSL254_RS20310;SNSL254_A4079;1455;SALNS;0
SALTI03633;emrD;STY_RS19050;STY3981;1455;SALTI;0
SALTD03761;emrD;STMMW_RS19590;STM_MW37891;1455;SALTD;0
SALTS03739;emrD;SL1344_RS19560;SL1344_3766;1455;SALTS;0
SALT104427;emrD;STM14_RS20065;STM14_4586;1455;SALT1;0
SALA403734;emrD;SEAG_RS19240;SeAg_B4024;1455;SALA4;0
SALT403824;emrD;STM474_RS19560;STM474_3973;1455;SALT4;0
SALCH03674;emrD;SCH_RS19330;SC3720;1455;SALCH;0
SALSV03717;emrD;SESA_RS19460;SeSA_A4008;1455;SALSV;0
SALG203495;emrD;SG_RS18440;SG3634;1455;SALG2;0
SALDC00129;ftsZ;SED_RS01105;SeD_A0142;1598;SALDC;0
SALEP00131;ftsZ;SEN_RS00685;SEN0134;1598;SALEP;0
SALPC00136;ftsZ;SPC_RS00670;SPC_0142;1598;SALPC;0
SALBC00120;ftsZ;SBG_RS00610;SBG_0122;1598;SALBC;0
SALTY00132;ftsZ;STM0133;ftsZ;1598;SALTY;0
SALNS00137;ftsZ;SNSL254_RS01705;SNSL254_A0145;1598;SALNS;0
SALTI00135;ftsZ;STY_RS00690;STY0153;1598;SALTI;0
SALAR02752;ftsZ;SARI_RS13395;SARI_02868;1598;SALAR;0
SALTD00137;ftsZ;STMMW_RS00675;STM_MW01391;1598;SALTD;0
SALTS00134;ftsZ;SL1344_RS00675;SL1344_0133;1598;SALTS;0
SALT100157;ftsZ;STM14_RS01245;STM14_0159;1598;SALT1;0
SALA400140;ftsZ;SEAG_RS00995;SeAg_B0150;1598;SALA4;0
SALT400136;ftsZ;STM474_RS00675;STM474_0139;1598;SALT4;0
SALCH00129;ftsZ;SCH_RS00670;SC0130;1598;SALCH;0
SALSV00142;ftsZ;SESA_RS01305;SeSA_A0149;1598;SALSV;0
SALDC00915;cspD;SED_RS05205;SeD_A1011;5761;SALDC;0
SALEP00842;cspD;SEN_RS04395;SEN0851;5761;SALEP;0
SALPB02486;cspD;SPAB_RS10490;SPAB_02579;5761;SALPB;0
SALHS00965;cspD;SEHA_RS05480;SeHA_C1042;5761;SALHS;0
SALPC00913;cspD;SPC_RS04665;SPC_0945;5761;SALPC;0
SALBC00802;cspD;SBG_RS04195;SBG_0804;5761;SALBC;0
SALTY00914;cspD;STM0943;cspD;5761;SALTY;0
SALNS00916;cspD;SNSL254_RS05645;SNSL254_A0978;5761;SALNS;0
SALTI00855;cspD;STY_RS04405;STY0940;5761;SALTI;0
SALAR01936;cspD;SARI_RS09420;SARI_02018;5761;SALAR;0
SALTD00946;cspD;STMMW_RS04875;STM_MW09561;5761;SALTD;0
SALTS00875;cspD;SL1344_RS04580;SL1344_0882;5761;SALTS;0
SALT101025;cspD;STM14_RS05165;STM14_1062;5761;SALT1;0
SALA400877;cspD;SEAG_RS04715;SeAg_B0945;5761;SALA4;0
SALT400892;cspD;STM474_RS04580;STM474_0930;5761;SALT4;0
SALCH00891;cspD;SCH_RS04835;SC0898;5761;SALCH;0
SALSV00990;cspD;SESA_RS05660;SeSA_A1061;5761;SALSV;0
SALG200864;cspD;SG_RS04485;SG0887;5761;SALG2;0
SALDC02372;ada;SED_RS12815;SeD_A2608;1766;SALDC;0
SALEP02231;ada;SEN_RS11695;SEN2248;1766;SALEP;0
SALPB00704;ada;SPAB_RS03005;SPAB_00725;1766;SALPB;0
SALHS02334;ada;SEHA_RS12485;SeHA_C2505;1766;SALHS;0
SALPC01395;ada;SPC_RS07240;SPC_1446;1766;SALPC;0
SALBC02019;ada;SBG_RS10595;SBG_2063;1766;SALBC;0
SALTY02183;ada;STM2265;ada;1766;SALTY;0
SALNS02289;ada;SNSL254_RS12680;SNSL254_A2449;1766;SALNS;0
SALTI02269;ada;STY_RS11730;STY2491;1766;SALTI;0
SALAR00592;ada;SARI_RS02955;SARI_00624;1766;SALAR;0
SALTD02275;ada;STMMW_RS11830;STM_MW22901;1766;SALTD;0
SALTS02224;ada;SL1344_RS11635;SL1344_2235;1766;SALTS;0
SALT102690;ada;STM14_RS12540;STM14_2795;1766;SALT1;0
SALA402231;ada;SEAG_RS11585;SeAg_B2401;1766;SALA4;0
SALT402266;ada;STM474_RS11635;STM474_2362;1766;SALT4;0
SALCH02242;ada;SCH_RS11870;SC2269;1766;SALCH;0
SALSV02317;ada;SESA_RS12430;SeSA_A2491;1766;SALSV;0
SALG202202;ada;SG_RS11535;SG2293;1766;SALG2;0
SALPB02631;bioB;SPAB_RS11070;SPAB_02725;1819;SALPB;0
SALBC03085;SBG_3138;SBG_RS16300;SBG_3138;1852;SALBC;0
SALCH03433;SC3475;SCH_RS18080;SC3475;1852;SALCH;0
SALDC01386;ycgR;SED_RS07680;SeD_A1520;3182;SALDC;0
SALDC01154;fliM;SED_RS06485;SeD_A1266;1994;SALDC;0
SALEP01226;ycgR;SEN_RS06415;SEN1239;3182;SALEP;0
SALEP01024;fliM;SEN_RS05350;SEN1033;1994;SALEP;0
SALPB01366;ycgR;SPAB_RS05820;SPAB_01421;3182;SALPB;0
